fromAccountNumber,toAccountNumber,transferAmount
23684089,24109222,19122.5
46839077,14087752,18708.11
10856437,14612091,19157.58
29425525,97726159,8770.32
09697331,61026995,14006.78
10024904,15158666,13787.53
40177663,96647301,18203.06
15284433,78120754,4914.11
96063972,57786896,12945.31
33093789,21653551,17096.45
71130965,92701861,13603.49
52629006,60965219,9000.29
16650442,53074577,1933.68
42319603,93708890,3311.65
24316408,72130902,13702.39
82667139,21017865,10610.21
91869463,56096743,13411.36
51865658,58357088,871.31
47759213,20634728,9553.95
70133936,31437776,14330.79
04688365,97542841,7526.1
44915339,91578488,4309.63
79333252,69852213,527.39
65782606,47181243,326.67
32029154,94541649,16198.52
77986825,92349353,24678.2
77773852,68805852,1036.58
23196759,57230115,9319.14
34244104,81737987,14386.03
42263913,07193316,2088.42
85644151,43309153,24449.33
86357302,03803844,18576.18
42307037,60058553,19869.96
41454459,03185384,18673.95
27306819,68950378,20788.27
55951548,49975680,4896.59
87939231,43833658,7286.84
92816114,12402533,9781.67
11294009,90619151,12273.8
48172172,19649047,12571.88
26967950,00492447,6469.4
32389401,20041663,15029.7
55483292,78921269,17984.95
24188678,01401448,3227.15
79287913,37696009,17683.61
45316142,32083255,18167.64
90513640,47181632,5177.39
81953943,31588997,11755.18
95834771,30820869,1118.8
38435546,98920358,24785.13
79722247,64776750,4342.78
74955381,86311663,7216.88
79516082,56292558,24870.01
43120888,09185012,14249.78
33124827,85934702,21534.48
23288645,61582019,18863.41
81205394,87276909,12411.66
09757844,71484228,8412.22
55878715,08113870,1730.22
03824856,70561166,610.67
04401926,76097881,12748.18
48604581,13587741,8041.21
88741987,44404246,14422.23
35440499,94271270,21976.24
78044944,00096614,24591.52
08488855,76514746,5585.26
07394706,49614886,22188.03
46204585,37697259,21554.35
40826257,32542110,12959.73
02842318,53727749,8679.89
94622751,93435390,10626.82
22910714,71106175,23828.75
70001747,17092784,5342.11
14298950,31429948,6866.74
51010935,68642471,5814.57
48051873,69476518,18302.97
86286299,36580682,23912.79
08288615,44137298,3983.05
80539957,65258804,6054.45
96254585,63479874,9072.52
64622514,62238113,17508.13
96446157,68410629,6935.17
57821658,62476393,10131.47
76240003,09093089,20001.2
57634517,86562393,24996.0
39328557,87151732,4025.94
72480588,59727798,4146.92
61149519,58465356,19935.83
42310549,17073660,5226.91
33267920,99277871,20010.01
15430205,11306979,18158.63
29794560,53809445,16058.84
13086206,83055614,10312.3
76935046,08672766,18923.97
28002345,89110478,19262.97
98246076,69722950,9816.49
09984851,05108077,19154.7
34544419,86968287,11457.96
47969551,35267904,2212.43
61396982,23828858,12057.75
39281746,38413025,6635.75
81320660,22281418,22495.81
71728056,22729040,3611.14
89229101,07099052,18254.66
64602325,77843753,13165.68
55639811,38046339,11649.37
16758223,38087387,8075.55
71520551,39726056,23421.24
29620524,01676914,19961.03
29398775,15525048,24802.02
88865577,33658254,913.67
83817724,47320550,8360.38
37838751,09094284,17451.51
15143303,71096926,21969.51
69601699,12844784,575.67
03678329,13640842,6145.97
42020639,09133457,22333.26
05642267,13643898,16886.42
27112991,51606657,17042.84
01314830,24154833,4276.88
06269036,22344571,18742.77
02274874,50695263,18117.5
57132174,15502278,7468.67
04917670,64435169,21914.03
25507959,11426813,24611.92
35219200,44931353,22843.92
13639112,21710261,6402.17
24146005,63147216,24152.01
79598798,04937012,6668.47
44427283,07129926,21879.82
74520671,40806839,5429.84
96047583,73283720,8250.17
37460136,56829273,20846.39
45504556,60264671,14342.14
77109910,45811869,8048.81
50204373,63360271,14082.05
48438667,89892503,20247.1
60428745,82633066,512.18
48329989,85419179,21838.52
89713105,75452513,19862.05
24961257,62127295,13111.0
42849254,18538052,4036.69
38396403,78958593,15505.52
34919262,32893250,7037.82
98618194,99976514,2204.33
83873607,57165646,8619.8
04364511,76453687,154.56
75157951,46205704,22443.41
33758121,68603649,1266.55
08856104,39940636,2018.48
38860133,97634553,14952.32
44740146,88475219,14704.14
44169459,57274508,2540.68
15453099,39479631,18469.65
81155729,96325704,16377.89
61980983,61260511,24112.38
54933743,08836663,3426.77
32987430,54108851,16399.76
22118219,23222519,17776.3
92434028,87356670,21345.29
76143311,23242173,6073.24
72043240,26761497,1076.8
29156344,76859700,20006.44
88786551,29681884,16896.76
23083080,85352650,19954.45
65595930,88521510,22612.03
86611527,41411940,12594.55
57334967,00853002,22735.14
88088884,82824969,23123.4
16671034,73647041,16768.95
89366530,37369156,16575.21
15000644,14927829,3742.25
15334862,83685965,13835.82
69376757,98973729,11708.37
79822442,04035404,1139.69
04349679,60889409,21559.8
90021329,17258265,3090.71
23078574,43861361,23034.59
20500658,80591801,8852.35
65896266,28240150,10798.93
52459146,44978242,16094.18
57822969,69256332,3578.76
08235091,64320335,21259.23
93522663,23393554,19274.79
91766625,26143040,23183.97
49271409,41358917,104.81
34251973,51764678,7848.63
88728452,67541447,16148.48
63131369,89703731,2470.05
73277309,78666108,17019.06
92232853,37184476,2028.28
66742203,04561804,3397.44
12162949,40264677,23274.49
16671379,04889755,7488.79
70997101,76272202,6164.29
89406625,26122328,2140.48
79234412,96659212,7646.72
28064503,99457150,20434.04
13492205,27060131,11387.19
37011765,34065099,1348.56
53500588,11304005,6011.77
17893220,93209731,22641.47
35740629,86924641,24480.52
44300654,38288371,5240.45
75442545,89556405,3989.51
95499659,95688862,3342.37
27968970,04349037,23703.13
87716863,09626904,10742.8
85818828,98251681,21740.08
34885895,78822061,21066.61
54376199,26807706,2446.26
75543693,89147825,11028.62
88126920,56422306,20117.8
35950479,14513992,22763.05
72291405,49943498,22737.01
51342562,90452550,3664.17
13621391,47713987,8156.59
03858578,86054768,6943.31
52847110,57242460,1413.33
86030199,43814336,10528.64
24790376,06043667,14163.53
12076673,79413794,8501.43
33049359,56519389,8310.79
28536383,58566930,9368.36
41189467,29361519,22607.86
76594229,02340951,15220.91
20512170,01478778,21177.98
48537797,81280919,7126.82
51636357,66619130,19925.3
09761971,61492653,13059.76
57422947,70194456,23222.19
50701698,33537962,18198.04
68906658,48417907,6518.2
97394990,02633671,18266.76
88806457,45002274,19025.01
89411889,07540004,3927.72
65215784,09701335,4170.23
67159864,22115119,8521.78
43513314,96218068,22233.01
58086704,00145039,19552.33
80675211,37651848,7549.69
69534331,94562439,3308.26
68159412,33430614,20807.25
49067392,76482601,20863.77
31946612,12132379,2367.36
71800226,32148961,22443.05
33811833,40895550,6895.07
77645692,84249999,6333.65
81656257,06592561,20816.42
66605485,50114764,15689.77
49940763,86788106,9520.97
76264870,75673437,5735.81
87777499,24998567,19185.44
59858539,17303699,8529.7
88899763,95804248,6509.56
08685797,57183084,13875.06
28421511,63215885,10805.53
03561232,99744960,23398.27
85502383,60524690,13510.35
77376862,63766721,8024.4
23944176,85363694,10442.94
75823443,01626544,24838.04
35420347,55346450,24463.95
73687771,19702001,3996.98
05138203,75072476,11750.54
62689731,31101905,21390.22
11374473,30429734,4641.72
70653120,96363256,21150.46
03659281,76243219,14773.52
51294731,05788828,22569.79
86771191,28242703,12706.25
94150483,64385235,18755.74
95486932,10656730,20464.88
22702876,99416270,19643.3
88501000,56858235,218.52
37110680,88343495,19008.96
22760449,64001920,23950.6
48380034,95712895,15986.94
55697910,03704950,21185.69
67438617,57862477,4138.26
16070233,61933781,6086.09
82023263,82948221,7632.47
58882443,97313601,2767.8
10647462,70928198,5843.91
63388497,37688578,800.38
62715614,54723580,23582.9
21973178,89443859,2299.14
19202969,12350957,1689.01
15653703,31554442,12244.83
43460557,24337601,13184.88
46099167,73567820,773.46
69416781,02353166,3412.06
43276806,16721258,15125.84
52489211,78083585,21396.65
73366676,33907703,4318.89
60889577,59378792,970.21
54729353,43365852,8566.83
30207219,86346917,13177.71
16548244,15351180,17884.35
33905761,83453038,3046.77
55262965,54633926,16633.91
18267884,51332549,15396.11
87459029,21858666,21139.98
33000572,80173212,7362.28
13299194,01247015,22557.2
02883571,18090383,17679.11
31841474,08244833,4681.99
24551182,32940527,1578.49
13167806,25684384,23101.96
06809324,16322578,23066.69
48327213,47365209,1666.38
77746986,84870056,19439.29
66285113,32406290,22484.1
21903250,44407377,13571.42
86096287,85562783,19034.22
45401497,52392153,19991.65
10739563,97310563,9557.6
71755083,31314831,8296.89
85819993,46020956,12871.88
95319957,90114830,19647.51
44344313,00061728,8648.21
18321920,61862579,9339.38
01481198,98473540,6880.5
78189539,33852379,11508.03
61785007,78538900,7937.75
64349626,65822685,3850.78
81015207,77613059,3705.1
82706746,60680556,20318.5
60957115,79942324,16606.88
69839245,34004883,18522.68
86486552,88682167,16607.99
79595421,33309910,15052.28
47884182,93522595,21285.26
75223298,99087548,1982.89
88386119,84009234,17350.14
66155904,50896936,3187.18
14440779,34131954,18041.26
14980619,56246186,6760.28
73813453,36944699,21580.73
18514650,44102166,7040.83
19656960,14324482,170.37
75020620,49670042,610.66
06382735,51951290,19420.45
00226592,85024199,17882.02
35598343,70656619,23220.1
57850344,62665025,21807.92
94524291,35915911,17208.32
38174698,90856525,19931.28
14484056,73217770,9132.72
95408378,20348885,18825.37
34715604,35877479,24034.66
12817856,87715842,6397.33
98881130,56955521,10217.76
94039306,08206848,8576.29
78678040,10373231,18391.46
07450129,04511304,18003.5
38259043,22375063,11109.71
34457658,87121391,15597.8
06162986,65923962,20805.9
00060165,99617011,23179.94
33524689,58800300,12622.86
72624920,49525526,13972.13
67244034,96336199,10031.04
95433509,26204772,8620.17
56219197,58533864,12515.51
14402562,17581349,19177.3
79795739,33165721,24045.67
52644603,37422851,15318.81
71823720,37602666,18516.48
38894008,47233133,24087.24
22472618,80375364,9040.03
50011520,71774398,17827.92
88549149,65408179,18059.1
80618911,62104982,24160.07
24277945,08846709,7949.31
07456978,92417960,10921.58
38406522,46581976,7368.32
20340766,78692923,4517.24
02374697,27888896,3462.43
94274356,65936481,10844.11
74094998,81901487,16903.77
89421512,93507103,11651.19
37122577,13800284,24784.23
83399985,99049188,3622.71
30995284,56687842,17056.54
83235641,83968037,7729.47
07406126,81654604,21445.13
92179134,88059976,22305.95
77128232,32513325,19907.98
50236442,76140662,1338.65
48301879,17659789,1626.7
76982361,76015038,19797.38
07353413,76715853,22237.18
41502396,09411562,12775.22
00646871,85803251,8330.11
11408031,08819871,2406.45
04604464,90014604,21744.0
92703605,26419909,21137.27
69754814,16204782,6378.26
19991467,88311753,10725.65
39031051,70216387,13900.33
87023909,80544043,11069.98
47095373,32896893,24911.61
86651974,35116530,5391.02
52012853,12599776,17547.39
48313339,69183836,11502.79
61205765,08225443,13085.83
90584190,29063055,8767.38
22936790,37673796,12463.66
36538126,09228030,19176.23
93615198,59034469,6862.47
26904009,71503202,16212.47
69537370,25395600,20669.01
68434649,94168709,14117.46
27644720,65103326,7149.42
48737173,09504028,16373.1
91413598,84439635,16879.02
60859228,53821225,19322.31
46906915,82554200,3186.06
22704719,48422543,18729.16
59339236,58583524,9973.65
17211413,49326529,2426.98
47300644,73071938,23113.55
68376567,76576492,2661.7
74978007,23221819,14393.87
57742410,01864335,5087.9
42973812,23071162,18268.66
25070477,85699915,4069.33
43314294,62107778,17830.61
36145720,09065185,9768.29
29968053,80014621,2432.75
02909424,85686557,16814.17
42494393,33495255,5061.46
55864657,91817914,3897.24
89623473,18820096,7439.14
49061451,97867883,6702.77
29632046,32655995,5938.63
95502212,75796754,7878.48
39573971,32738841,19930.99
16881235,86848558,6110.03
85475076,87837728,93.89
10600368,03483435,15123.43
47307872,02137667,2816.92
49703771,84386212,23222.99
13676674,14186981,7021.18
54393561,02425368,3511.75
43173556,46135117,19611.14
72650783,26913063,10356.51
34353714,54518483,13753.43
54503410,11999393,4173.81
47507012,56600759,5133.22
95077345,46680754,13204.22
57871448,07169823,9188.66
55133036,75030216,15775.56
59681601,99635404,3609.7
10917183,18434125,11015.98
20437749,79067966,3770.36
16161931,98581160,12659.85
22392107,85070509,20217.16
15036582,72824016,13213.84
17614405,62578851,14818.44
38905469,80954699,1408.67
86382229,50457595,24507.92
80847878,36101955,3421.75
05123483,91467669,12331.08
99385057,47083356,22327.9
38751608,14699023,4172.37
43408603,99178055,16103.3
99911997,14931284,9413.58
18017830,52373008,6788.55
07133046,59510680,23812.11
80995685,50033324,18410.8
28854685,51834814,17316.16
47434424,56628616,20120.86
00527286,70179767,6712.11
29619481,65737415,7381.76
75510145,78320659,18792.57
66386575,52269899,926.97
14693489,52235634,3667.18
92890534,51143695,24594.62
94249279,18288919,4824.54
14187308,84898425,10554.49
65693056,23242227,9615.29
11757511,53396808,19290.61
14312939,47323858,5621.42
54320918,27349601,8955.88
99398644,60166678,5264.02
44923037,78152540,24567.9
04818182,26433523,2645.91
35158370,44121938,556.98
53604231,61305540,10179.0
63662436,43689811,21904.69
82102524,30112599,3911.6
35736127,93084192,24963.63
38654749,56396966,2132.95
63217452,51505455,19270.55
13434915,97335603,18547.47
51764005,51717858,3706.86
01400687,54947573,21961.37
25729177,55645102,23880.64
78676763,76568527,5502.5
22740755,64198224,19989.52
27362587,24773492,18102.06
47053977,99913014,15627.93
68870751,33974569,5349.97
91452894,85667105,11752.3
22006912,83524653,21640.58
37130251,91089601,23605.95
42432579,34274668,8885.21
08021786,27705926,18192.17
44722074,36580682,23795.63
52991219,71164410,17946.49
85970786,82025342,12137.72
07568985,04478744,13794.38
74463213,71367316,17814.72
57406312,00170062,11665.74
91910288,61555716,12897.99
86481168,29501762,13517.98
30283787,96802236,5322.89
95307213,00580502,22485.22
37094027,50063208,14960.48
40387925,51542238,8263.36
81070619,46809421,18145.95
11662853,89502495,1919.54
97360032,97376019,9604.79
74571765,78122772,5451.16
25484281,99022044,15078.68
88908175,42522911,14735.86
35950622,99935498,16260.48
92133723,04063018,22536.54
22603401,27232156,8404.1
26919898,68259532,5446.91
05467099,86616812,3509.65
75789251,43738472,8633.09
42585985,18479645,531.57
02599847,72239100,4262.97
52971082,15588784,7595.28
77662835,76040726,12182.66
20584306,36636006,1573.23
47752443,08221896,21070.1
61980563,93942041,3103.18
14114700,39359872,18459.87
29186563,73333067,19766.41
18895315,32482676,11543.28
33738840,24604437,5098.71
87775037,66183204,5784.92
26254647,50304868,20350.26
75599508,91407658,10415.03
55354059,32589740,7462.34
96195789,70467451,12300.52
18316872,01083897,14144.57
52008535,87135862,24890.49
12263097,32683684,11345.29
65139066,56940299,4751.75
32751185,90117732,23417.34
49097580,91549112,8246.62
50101399,88274676,16860.66
87735734,44890346,1916.65
70918618,50889419,8610.99
77867773,78132559,17457.72
21325120,99010997,14193.76
32234558,11622857,11640.83
18674330,73081067,1367.39
85546004,73798613,2491.55
25496932,52054150,7416.64
54144286,06035211,7613.14
87045604,94129090,11883.99
71661391,48155526,14627.46
18075625,36356850,23133.37
44532581,22626776,8959.45
53372215,41754498,18295.79
97257035,16836273,8734.0
11490197,10877425,11724.43
01269390,48948630,5201.56
54749399,37863647,11840.05
42458586,26311326,16602.16
41780978,29275410,14697.19
68038946,31823555,18446.5
40622194,80109211,15001.98
84621399,33158419,1750.05
02316345,62592413,4319.22
26658742,27055830,17234.61
20902186,27258453,9705.32
16846982,92258280,5079.19
41949412,59950042,22499.59
08494849,46292612,21939.64
20556297,46595584,5676.02
63765816,36245307,8707.28
71344652,79513166,9991.12
18666205,38354199,9369.15
39469274,49346961,24196.91
93308564,73950974,4671.55
16064744,03986011,17992.0
99847364,00340649,10742.07
97664970,19356723,432.52
97268512,46710864,18993.29
93758178,55213202,9248.83
95902012,32086690,19562.18
10946305,59773092,22071.83
24439763,70197921,9300.81
18714197,34057834,8368.84
13043490,28146988,20849.86
15580375,21409462,1335.77
74624096,33790305,15446.91
69717512,65001080,7557.99
77453150,69573361,21353.31
61690189,99691554,20142.07
25359572,96995563,11638.09
09567993,05821044,22578.47
92145450,55145367,13471.54
96856420,30555617,21853.13
43701278,17501828,19719.93
25553093,93946278,10693.35
07361586,15828521,17044.2
11856566,48850735,2568.31
36366439,39744173,2961.12
64217055,61962217,7733.42
46136503,30032262,4598.25
85914490,34761359,16551.41
07274282,53182494,13642.11
56343250,18523775,2387.94
42732969,79027052,15059.12
42450870,23657892,13028.24
19474021,00772648,2023.68
55138017,70041958,17273.48
39575739,09630673,23941.5
03903605,87766172,202.39
24678025,25449570,21955.97
03975688,50267095,12998.08
57831428,49777567,2695.65
49181241,08541604,10686.79
53813855,86034616,23146.57
78970946,75086701,5690.85
27739594,54909199,23846.59
93100984,75423476,13705.53
18581317,69407017,17805.48
75690151,22738554,24385.76
89479858,14154591,8104.68
53122735,97228950,6632.01
58786703,95865362,21477.64
89588017,77988911,6093.74
37818432,20201494,317.88
00996488,84886750,2454.14
86968560,27967911,23853.97
88003115,49199338,17719.78
98092130,21282942,8410.17
61135499,25956290,24394.61
06755522,00110679,14886.45
86841894,02330129,7455.69
80934059,96562161,15833.36
68697259,63855159,24952.44
63232639,45767708,23868.91
18337846,51843496,232.39
51770570,36353125,24290.36
13698362,13720988,15857.83
13453602,20494995,18928.32
57744605,34790151,24946.25
59302742,54114302,1568.92
20724252,57450506,22588.3
27970218,07080869,1133.75
24524056,63858846,11734.6
48489300,50107018,15452.75
76649431,01680683,18208.47
50469772,45899652,16598.9
21231681,35696650,13021.15
03698518,32659061,9550.55
20440473,99495879,10928.79
49842364,72873533,6002.65
08907899,59886914,7513.75
20240530,79875264,3769.14
89749869,60301468,12180.49
61259027,99099138,22492.5
83108297,16873162,14225.11
88952895,25831207,21394.4
32857566,84065162,215.53
65713365,94277401,23926.23
94387032,65254042,24648.36
67813834,70492453,1494.04
62129466,25263701,15620.36
27584699,49833683,6523.42
65129265,49038361,4573.64
03920633,68648077,12202.96
33613659,10298572,22407.8
29935796,61178137,14113.06
90699283,91147547,14842.26
07261497,21619717,23557.09
95415192,14997037,9640.18
90113871,42864639,15439.78
93931816,68058708,14238.8
13313586,31110037,23535.55
22252272,38047725,7290.48
21315718,04844389,10321.22
00764636,32597141,2671.1
08030801,01023305,4044.83
20391942,90200069,19386.6
01087246,64581224,21718.04
82240042,40099798,5350.69
26948515,96586839,17108.11
04040057,45818066,22369.52
90889325,13385927,19704.17
23715059,06495930,24763.61
19923598,96254479,5474.67
53387431,25638530,20306.52
08574909,90857416,3015.65
98499533,35828358,4972.07
82543693,18527032,7648.73
77075123,33145457,6077.72
24113175,18450286,15941.32
37893255,75741129,19203.17
87630589,91559715,7776.45
52917639,77665621,13485.76
66411413,20567156,15154.17
94378313,81359035,13332.88
96522127,93069144,3130.5
59062677,80586609,9854.98
58942871,62497084,11151.63
95746616,79164573,19864.68
59995821,50622474,14364.96
14333460,81170173,8840.47
66378839,11609087,10698.07
21007347,05681068,23921.45
88749747,43808472,4340.32
96414620,74221127,10489.81
89032466,63909401,6797.16
02264127,10057810,10421.67
75804275,28146025,13656.23
43703418,12298648,8653.45
42204046,49518948,11035.19
99990541,33066943,15980.27
56651591,06280482,2971.24
29141944,68495213,22883.34
52940811,56471762,18152.07
47240544,89926758,14177.3
65555811,34307113,15637.25
53580368,15060143,11941.76
95386430,82176686,10278.99
51131487,89885550,20423.53
15548962,26680798,16400.32
54999893,94234411,21394.45
35491002,42583929,24799.41
58382684,39900692,10694.05
56805291,89687994,10773.64
31440684,74655113,6036.65
37791537,72455401,6495.41
83799952,43968206,8099.29
60801289,15443366,4538.24
99973759,66158370,4457.1
73469117,42894681,11183.23
76172397,66556503,23934.87
56498202,95544618,10147.75
28755784,55807609,19286.12
36639830,05780488,19520.01
11180142,59014553,24714.78
04157489,07334672,16349.09
64804491,74896073,1079.99
55956567,14537295,16582.23
98065936,38076343,6890.55
68196776,70659504,24080.92
79908207,51567361,12414.86
96574614,19705132,7413.63
34038932,56091878,9447.88
57317533,50526710,20020.72
91891433,56441796,17691.5
99303013,57893938,24577.51
35430742,63037548,2976.28
30335547,62151115,1552.51
70508826,62811583,6438.94
54543973,10294512,1170.18
94888676,57201009,21629.07
71282176,18424201,24256.96
66590101,64498317,16549.76
55460699,35536123,1154.86
10212691,21285691,6458.69
93987660,10755921,11556.2
92763814,05594955,10205.52
88999418,71393063,20167.25
71556598,40911403,1761.85
96158296,73121916,5339.88
10359327,24479783,14842.1
06563790,88164496,2419.09
58596944,22150004,2174.77
11560364,59788652,18331.04
90680052,10075784,15737.57
19324920,68633561,8728.91
09047884,74735457,11662.54
58537718,64670379,3976.63
31764391,43538409,490.58
28588733,73949022,9648.89
74964062,93794381,6505.41
66666141,89189757,14266.9
91512079,17606264,11102.03
28240921,39305374,6916.19
72718346,03134177,24033.99
30301276,57277356,20220.53
35829539,86063999,270.5
39735867,54850804,1229.0
26055961,20417802,863.78
08510457,89835111,22186.3
76541834,19871875,8033.35
88462226,20184872,16616.17
26549378,75286217,8470.68
09384705,46583475,7745.23
85692039,98722891,6929.99
54956377,04640875,17964.71
22032775,59225423,14943.67
44157005,65732106,2524.59
17396974,51760427,17209.9
50330980,75804312,225.73
80380146,79005135,3113.72
51011048,44434908,17130.55
40794600,94563184,15179.92
83604195,90041075,14893.3
60038609,56144970,10150.38
77669247,49415810,21719.42
35193890,80296898,21035.06
20093952,06514969,10985.12
82291198,85961531,3091.31
50058754,41111673,6518.17
27973394,46605481,14340.16
73752769,15382771,12600.85
07499999,28614746,22566.74
17277860,19867090,2384.12
43278312,92203952,20708.13
41243565,69274589,997.06
12297825,86834469,17286.84
75340766,06858308,13438.05
67916191,40712376,8853.84
34230299,91670960,21295.64
39719485,95405513,9273.46
93321884,48161763,9416.87
15199386,66527121,15476.06
99166892,02960029,20673.67
74574896,79250290,21867.3
50081585,82908584,24492.22
95215563,42475156,324.53
11334880,96159859,4494.23
37753344,62316101,5887.82
20784171,71688947,2893.68
51851866,47668881,11315.36
78707061,05030750,3166.24
59887492,93655552,19080.96
76062841,66858850,23579.74
77324276,96804117,21483.84
77564979,62090612,4568.55
19565071,46188953,19089.77
42583547,61322400,18615.37
89605127,20467371,17974.0
87875812,34010891,3368.19
03556979,62971850,17798.97
11751618,05554539,298.04
80240655,91861498,8191.05
01093070,90711565,9952.53
19982540,68963675,23965.74
25519259,63200348,14175.36
39144140,83250583,669.4
56037012,73677420,607.71
77414038,49080162,10828.81
56200270,07697210,24747.53
96719268,01771268,14013.92
93363914,41505946,8202.14
56394078,06434670,17427.14
60855565,34288603,7255.42
96173640,56328950,5783.42
70372052,43273317,20775.97
76572203,96951064,2565.6
82498948,00561983,6189.1
42785392,06910747,2136.14
69440649,48569309,3606.14
88457338,91234209,5635.77
07056758,13709907,8524.92
23304840,03248782,6539.48
14819858,35244196,23733.49
85837720,78139459,6688.26
15876508,04198062,15554.79
80863540,94844351,15857.4
81211609,63646917,4665.23
41044629,25929249,16923.76
88851099,75632595,15075.46
73220497,75128500,9906.42
01891669,52460111,24124.15
57356440,42160540,2937.84
12279128,72019566,21468.11
18491104,89261453,8198.7
84507129,77518941,6343.14
83711312,27591680,14725.74
24364287,46336804,4258.69
19457109,78207172,13468.86
83434976,72476598,3712.58
28210917,96956182,8846.19
10818442,50558513,2443.51
93623964,65438077,24956.37
23559400,79851244,20018.35
40248714,50185122,853.28
29612574,03075340,13519.55
40264721,89493380,5754.15
91566546,91170668,723.01
19217918,95356396,16505.77
98427604,32039900,21318.3
53652591,57259901,1744.68
59758877,74478651,5208.19
64191645,67500659,15079.8
92324541,20731168,1576.71
02361420,74771288,7888.9
80736974,58836491,4516.07
41518229,70551426,3559.05
67674275,11508199,20646.58
30704169,43611898,4945.07
13344757,94460025,4279.32
37383350,91844071,15330.73
60013125,51233082,17520.61
16172579,77344007,24656.42
60598301,00447454,8551.94
01392586,77288561,21554.47
51114930,62986373,7945.45
45937941,39753854,15854.16
41058930,97290469,9167.24
02049649,47371279,4907.14
73600961,47468757,20270.73
62112628,62271653,16655.09
29807086,17803311,9464.22
86582148,76164514,23426.65
97262800,91581754,22245.23
16678651,25069310,2910.18
07468247,45352539,19342.04
19139067,64219158,10724.35
75111458,10432051,15718.25
79933964,83870958,9668.89
07190773,09058163,11811.6
09848542,30100848,12973.96
86644129,96634547,7469.59
59063445,62240987,2057.05
28456285,53272089,20783.93
75745073,59529668,5815.57
64623122,90614743,23940.87
45170997,27202722,13459.23
24386746,31430012,9299.89
36381678,84381378,8872.75
08921819,03779743,9918.25
08171160,14568206,8808.74
60412034,96127506,19817.98
53732989,96407981,19033.55
65704912,23993792,11083.72
21060984,10260722,11817.63
54561441,80767565,4355.14
30453975,04911685,20569.72
68632441,62223027,3105.52
61294912,79814218,13521.38
24207782,88841922,10341.72
12686087,29939268,18696.22
88896304,33847610,16523.75
30689961,11860877,3252.39
41066874,76308710,10317.6
11879916,87492125,7052.94
54905313,11799788,14099.75
59802655,10082218,21872.78
75603717,18356298,3338.88
67906147,99614157,6510.5
39383693,81979592,17353.77
12195732,04471257,22821.69
50326433,95324067,17850.13
46387608,83037122,14060.41
68406202,72888902,13140.23
90328572,62017466,591.97
94618464,39827753,12049.84
02507699,37955021,13049.69
76343476,03987902,14894.26
37857226,67514915,13806.2
34419083,70326925,12714.19
40405537,26932309,22932.97
48219136,16422063,16281.2
95228181,23705500,368.28
68432508,22949660,7016.26
97514916,33932200,22319.1
51049904,26910314,3026.78
38673726,17868846,8628.29
29027828,27518113,8249.84
42552086,11736301,13345.69
53733719,61694408,11040.67
94522266,55501002,12860.63
06222369,54284654,18976.08
71265247,49894622,16684.88
98404452,08074027,11963.06
31208031,28559535,23881.8
94840353,65526828,17050.53
68044299,77765567,12690.64
63487701,42928706,15327.11
52510953,54781764,16984.98
89464397,57960135,11009.04
77673107,73780540,9948.93
00150729,05151257,8329.09
44841713,25538021,18095.51
17720625,95161464,18091.0
88143699,91436405,3572.56
71332796,74779130,15543.88
39299383,48558082,7891.31
39733313,55336123,805.98
08143273,36534067,23022.49
77681591,58961674,21445.73
73490470,67646944,1489.2
08733467,31833400,14561.08
57412382,28751861,16017.77
38413018,07826290,21625.83
69418259,33825373,15143.57
53067289,17014076,3527.78
97934875,40858951,14434.53
20842918,19237923,15485.86
52946288,73048008,11092.26
28282709,28350712,14966.35
30731158,86235389,817.76
08714435,15899545,16142.36
05861606,59143260,21498.66
07125898,13793296,5399.0
20533311,99274979,2301.77
96928189,80581284,17618.7
69926860,37765989,20167.88
70438031,88057095,1130.68
02164762,06935658,7028.65
69176630,06536176,3706.4
26707037,38869457,2215.16
97700029,05354115,3089.53
73689812,72425459,20209.07
90597763,21901690,467.12
65848784,10256725,4319.2
07721939,67850983,1956.17
56916935,51385613,21824.72
49275186,52021305,8096.67
36843916,29768868,5683.49
47224469,27009208,17690.29
84558985,95571089,8137.98
98963591,04904038,17591.44
87566246,05668076,11748.99
97805229,89506219,13251.07
78505513,90256080,17624.37
93729659,17184045,705.53
15191885,77920317,18772.91
75153991,73757900,16138.55
82749002,14109942,23368.16
61161757,45364778,13361.89
15377760,19437941,1471.77
44980016,10007433,7251.89
81484416,45370458,12672.98
14265983,68831066,18787.83
95731018,63367522,21884.4
81743667,96226827,3309.53
32833751,51001728,11953.75
32790030,13668426,13949.78
80357520,13689414,22684.73
79659024,89766286,14758.09
51981525,56888935,5566.84
95571621,94414387,12542.6
68085117,88550749,6056.06
72718919,41218273,3478.65
09383630,23338463,7496.75
31038430,49310757,18235.77
55825337,60713230,8740.28
74841257,93076937,21562.02
37360931,16152205,7724.33
58136720,63833676,15281.31
08733009,24879033,11230.7
90808852,89717424,14217.3
73614333,85656994,2157.13
22764812,83029400,5004.36
63792782,74177189,11000.11
26938820,52744624,18882.24
96712771,04770169,9561.44
19259246,49124231,12152.87
17654234,53726131,14334.71
19881935,59067795,12588.85
87940237,53208170,1876.62
63791945,99851736,15559.22
01903164,71079462,21869.72
01295825,23239401,13046.19
20829636,00708968,1234.38
24000857,79216180,7409.21
32755398,91197443,17582.51
21426117,54485556,12582.03
38389924,28497226,21713.88
72815373,56605709,12939.17
